userId,logDate,userMsgCount,coachMsgCount,expertMsgCount
84635,2025-12-10,12,17,0
84635,2025-12-11,2,7,0
84635,2025-12-12,3,5,0
84635,2025-12-13,2,7,0
84635,2025-12-15,4,6,0
84635,2025-12-16,7,12,0
84635,2025-12-17,5,8,0
167486,2025-11-24,0,6,0
167486,2025-11-24,0,2,0
167486,2025-11-25,0,4,0
167486,2025-11-26,2,1,0
167486,2025-11-27,1,2,0
167486,2025-11-28,2,4,0
167486,2025-11-29,0,1,0
167486,2025-11-30,2,0,0
167486,2025-12-01,0,5,0
167486,2025-12-02,0,2,0
167486,2025-12-03,4,0,0
167486,2025-12-04,1,3,0
167486,2025-12-05,0,1,0
167486,2025-12-06,1,2,0
167486,2025-12-08,0,1,0
167486,2025-12-09,2,3,0
167486,2025-12-10,3,3,0
167486,2025-12-11,0,1,0
167486,2025-12-12,5,3,0
167486,2025-12-13,1,2,0
167486,2025-12-14,2,0,0
167486,2025-12-15,0,2,0
167486,2025-12-16,0,3,0
167486,2025-12-17,5,2,0
167682,2025-11-24,0,6,0
167682,2025-11-24,0,3,0
167682,2025-11-25,0,3,0
167682,2025-11-26,0,1,0
167682,2025-11-27,1,2,0
167682,2025-11-28,0,3,0
167682,2025-11-29,0,2,0
167682,2025-12-01,0,2,0
167682,2025-12-02,2,5,0
167682,2025-12-03,0,2,0
167682,2025-12-04,0,3,0
167682,2025-12-05,2,2,0
167682,2025-12-06,0,2,0
167682,2025-12-08,0,4,0
167682,2025-12-09,0,3,0
167682,2025-12-10,0,1,0
167682,2025-12-11,2,4,0
167682,2025-12-12,1,6,0
167682,2025-12-13,0,2,0
167682,2025-12-15,0,2,0
167682,2025-12-16,0,2,0
167682,2025-12-17,8,7,0
209207,2025-11-24,0,4,0
209207,2025-11-24,0,3,0
209207,2025-11-25,2,5,0
209207,2025-11-26,4,5,0
209207,2025-11-27,1,6,0
209207,2025-11-28,4,8,0
209207,2025-11-29,0,2,0
209207,2025-12-01,2,3,0
209207,2025-12-02,3,4,0
209207,2025-12-03,1,4,0
209207,2025-12-04,4,7,1
209207,2025-12-05,0,1,0
209207,2025-12-06,0,1,0
209207,2025-12-08,4,6,0
209207,2025-12-10,0,4,0
209207,2025-12-11,7,10,0
209207,2025-12-12,3,8,0
209207,2025-12-13,1,2,0
209207,2025-12-15,3,7,0
209207,2025-12-16,2,9,1
209207,2025-12-17,1,2,0
835846,2025-11-24,0,3,0
835846,2025-11-24,3,3,0
835846,2025-11-25,1,0,0
835846,2025-11-26,1,4,0
835846,2025-11-27,1,4,0
835846,2025-11-28,3,1,0
835846,2025-11-29,1,2,0
835846,2025-11-30,4,0,0
835846,2025-12-01,1,3,0
835846,2025-12-02,5,5,0
835846,2025-12-03,1,1,0
835846,2025-12-04,1,2,0
835846,2025-12-05,3,2,0
835846,2025-12-06,1,0,0
835846,2025-12-07,1,1,0
835846,2025-12-08,1,2,0
835846,2025-12-09,2,2,0
835846,2025-12-10,1,3,0
835846,2025-12-11,3,2,0
835846,2025-12-12,1,2,0
835846,2025-12-13,1,1,0
835846,2025-12-14,2,1,0
835846,2025-12-15,1,2,0
835846,2025-12-16,1,1,0
835846,2025-12-17,0,1,0
4797679,2025-11-24,0,4,0
4797679,2025-11-24,1,4,0
4797679,2025-11-25,2,6,0
4797679,2025-11-26,1,4,0
4797679,2025-11-27,8,15,0
4797679,2025-11-28,1,7,0
4797679,2025-11-30,2,0,0
4797679,2025-12-01,3,8,0
4797679,2025-12-02,1,10,0
4797679,2025-12-03,8,10,0
4797679,2025-12-04,1,3,0
4797679,2025-12-05,1,4,0
4797679,2025-12-06,4,6,0
4797679,2025-12-08,0,4,0
4797679,2025-12-09,2,5,0
4797679,2025-12-10,1,4,0
4797679,2025-12-11,3,4,0
4797679,2025-12-12,0,3,0
4797679,2025-12-13,1,2,0
4797679,2025-12-15,1,2,0
4797679,2025-12-16,0,1,0
4797679,2025-12-17,0,1,0
5039865,2025-11-25,0,6,0
5039865,2025-11-24,0,2,0
5039865,2025-11-25,0,4,0
5039865,2025-11-26,0,3,0
5039865,2025-11-27,0,1,0
5039865,2025-11-28,0,1,0
5039865,2025-11-29,0,1,0
5039865,2025-12-01,0,1,0
5039865,2025-12-02,0,3,0
5039865,2025-12-03,0,1,0
5039865,2025-12-04,0,3,0
5039865,2025-12-05,0,2,0
5039865,2025-12-06,0,2,0
5039865,2025-12-07,4,0,0
5039865,2025-12-08,0,3,0
5039865,2025-12-09,0,2,0
5039865,2025-12-10,0,3,0
5039865,2025-12-11,0,2,0
5039865,2025-12-12,0,3,0
5039865,2025-12-13,1,3,0
5039865,2025-12-15,0,2,0
5039865,2025-12-16,0,2,0
5039865,2025-12-17,0,1,0
6165857,2025-11-24,0,14,0
6165857,2025-11-24,8,9,0
6165857,2025-11-26,2,7,0
6165857,2025-11-27,2,10,0
6165857,2025-11-28,1,3,0
6165857,2025-11-29,2,3,0
6165857,2025-12-01,1,5,0
6165857,2025-12-02,0,3,0
6165857,2025-12-03,1,5,0
6165857,2025-12-04,4,6,0
6165857,2025-12-05,3,6,0
6165857,2025-12-07,0,1,0
6165857,2025-12-08,1,2,0
6165857,2025-12-09,3,4,0
6165857,2025-12-10,5,8,0
6165857,2025-12-11,4,9,0
6165857,2025-12-12,1,3,0
6165857,2025-12-13,2,4,0
6165857,2025-12-14,1,1,0
6165857,2025-12-15,1,2,0
6165857,2025-12-16,3,8,0
6165857,2025-12-17,0,3,0
6166080,2025-11-24,0,13,0
6166080,2025-11-24,2,6,0
6166080,2025-11-25,2,3,0
6166080,2025-11-26,3,3,0
6166080,2025-11-27,2,2,0
6166080,2025-11-28,9,11,0
6166080,2025-11-29,0,3,0
6166080,2025-12-01,4,6,0
6166080,2025-12-02,0,5,0
6166080,2025-12-03,3,4,0
6166080,2025-12-04,3,4,0
6166080,2025-12-05,0,4,0
6166080,2025-12-06,0,1,0
6166080,2025-12-07,2,3,0
6166080,2025-12-08,4,8,0
6166080,2025-12-09,8,11,0
6166080,2025-12-10,2,3,0
6166080,2025-12-11,3,3,0
6166080,2025-12-12,1,3,0
6166080,2025-12-14,1,0,0
6166080,2025-12-15,4,6,0
6166080,2025-12-16,5,3,0
6166080,2025-12-17,0,1,0
6166162,2025-12-01,0,5,0
6166162,2025-11-24,6,15,0
6166162,2025-11-25,3,7,0
6166162,2025-11-26,10,20,0
6166162,2025-11-27,6,10,0
6166162,2025-11-28,4,10,0
6166162,2025-11-29,3,11,0
6166162,2025-12-01,4,12,0
6166162,2025-12-02,1,6,0
6166162,2025-12-03,2,11,0
6166162,2025-12-04,2,8,0
6166162,2025-12-05,3,8,0
6166162,2025-12-06,1,5,0
6166162,2025-12-08,0,1,0
6166162,2025-12-09,1,7,0
6166162,2025-12-10,2,10,0
6166162,2025-12-11,1,5,0
6166162,2025-12-12,4,12,0
6166162,2025-12-13,1,2,0
6166162,2025-12-15,2,10,0
6166162,2025-12-16,2,4,0
6166162,2025-12-17,0,3,0
6166166,2025-11-24,0,9,0
6166166,2025-11-24,2,9,0
6166166,2025-11-25,1,4,0
6166166,2025-11-26,1,5,0
6166166,2025-11-27,2,2,0
6166166,2025-11-28,1,7,0
6166166,2025-11-29,1,3,0
6166166,2025-12-01,2,11,0
6166166,2025-12-02,0,4,0
6166166,2025-12-03,3,3,0
6166166,2025-12-04,3,6,0
6166166,2025-12-05,0,4,0
6166166,2025-12-06,2,5,0
6166166,2025-12-07,0,4,0
6166166,2025-12-08,1,4,0
6166166,2025-12-09,2,6,0
6166166,2025-12-10,2,7,0
6166166,2025-12-11,1,3,0
6166166,2025-12-12,1,3,0
6166166,2025-12-15,0,3,0
6166166,2025-12-16,1,5,0
6166166,2025-12-17,0,2,0
6166227,2025-11-26,0,10,0
6166227,2025-11-24,0,2,0
6166227,2025-11-26,0,6,0
6166227,2025-11-27,0,1,0
6166227,2025-11-28,7,17,0
6166227,2025-11-29,2,7,0
6166227,2025-11-30,1,0,0
6166227,2025-12-01,0,7,0
6166227,2025-12-02,3,9,0
6166227,2025-12-03,4,3,1
6166227,2025-12-04,2,4,0
6166227,2025-12-05,2,9,0
6166227,2025-12-07,2,1,0
6166227,2025-12-08,0,2,0
6166227,2025-12-09,3,3,0
6166227,2025-12-10,1,6,0
6166227,2025-12-11,2,4,0
6166227,2025-12-12,1,8,0
6166227,2025-12-13,2,1,0
6166227,2025-12-14,0,1,0
6166227,2025-12-15,3,1,0
6166227,2025-12-16,1,3,0
6166227,2025-12-17,1,3,0
6166274,2025-11-24,0,13,0
6166274,2025-11-24,1,7,0
6166274,2025-11-25,0,4,0
6166274,2025-11-26,0,2,0
6166274,2025-11-27,0,1,0
6166274,2025-11-28,0,2,0
6166274,2025-11-29,0,2,0
6166274,2025-12-01,0,4,0
6166274,2025-12-02,0,6,0
6166274,2025-12-03,0,2,0
6166274,2025-12-04,0,5,0
6166274,2025-12-05,1,3,0
6166274,2025-12-06,0,2,0
6166274,2025-12-08,0,4,0
6166274,2025-12-09,0,1,0
6166274,2025-12-10,0,2,0
6166274,2025-12-11,1,2,0
6166274,2025-12-12,0,4,0
6166274,2025-12-13,0,4,0
6166274,2025-12-15,0,2,0
6166274,2025-12-16,0,4,0
6166274,2025-12-17,0,3,0
6166305,2025-11-29,0,8,0
6166305,2025-11-24,4,8,0
6166305,2025-11-25,2,9,0
6166305,2025-11-26,5,8,0
6166305,2025-11-27,6,15,0
6166305,2025-11-28,3,11,0
6166305,2025-11-29,1,1,0
6166305,2025-12-01,5,13,0
6166305,2025-12-02,0,9,0
6166305,2025-12-03,4,6,0
6166305,2025-12-04,3,5,0
6166305,2025-12-05,9,17,0
6166305,2025-12-06,2,5,0
6166305,2025-12-08,1,6,0
6166305,2025-12-09,5,6,0
6166305,2025-12-10,1,3,0
6166305,2025-12-11,1,6,0
6166305,2025-12-12,10,6,0
6166305,2025-12-13,3,11,0
6166305,2025-12-14,3,0,0
6166305,2025-12-15,3,6,0
6166305,2025-12-16,6,10,0
6166305,2025-12-17,3,7,0
6166306,2025-11-25,0,8,0
6166306,2025-11-24,8,13,0
6166306,2025-11-26,10,15,0
6166306,2025-11-27,0,4,0
6166306,2025-11-28,5,6,0
6166306,2025-11-29,1,3,0
6166306,2025-12-01,0,4,0
6166306,2025-12-02,0,2,0
6166306,2025-12-03,2,4,0
6166306,2025-12-04,1,4,0
6166306,2025-12-05,9,10,0
6166306,2025-12-06,1,0,0
6166306,2025-12-07,2,2,0
6166306,2025-12-08,1,1,0
6166306,2025-12-09,6,7,0
6166306,2025-12-10,4,13,0
6166306,2025-12-11,6,2,0
6166306,2025-12-12,5,3,0
6166306,2025-12-13,11,2,0
6166306,2025-12-14,0,1,0
6166306,2025-12-15,0,1,0
6166306,2025-12-16,0,2,0
6166306,2025-12-17,0,3,0
6166310,2025-12-05,0,13,0
6166310,2025-11-24,2,5,0
6166310,2025-11-25,7,9,0
6166310,2025-11-26,6,14,0
6166310,2025-11-27,1,5,0
6166310,2025-11-28,3,7,0
6166310,2025-12-01,3,7,0
6166310,2025-12-02,13,19,0
6166310,2025-12-03,2,5,0
6166310,2025-12-04,5,8,0
6166310,2025-12-05,7,10,0
6166310,2025-12-06,4,7,0
6166310,2025-12-08,8,14,0
6166310,2025-12-09,3,6,0
6166310,2025-12-10,5,8,0
6166310,2025-12-11,7,7,0
6166310,2025-12-12,4,10,0
6166310,2025-12-13,6,6,0
6166310,2025-12-14,2,0,0
6166310,2025-12-15,1,2,0
6166310,2025-12-16,0,1,0
6166310,2025-12-17,2,4,0
6166483,2025-11-24,0,9,0
6166483,2025-11-24,11,8,0
6166483,2025-11-25,1,5,0
6166483,2025-11-26,0,1,0
6166483,2025-11-27,0,2,0
6166483,2025-11-28,1,3,0
6166483,2025-11-29,0,3,0
6166483,2025-11-30,1,0,0
6166483,2025-12-01,7,4,0
6166483,2025-12-02,0,6,0
6166483,2025-12-03,2,4,0
6166483,2025-12-04,10,6,0
6166483,2025-12-05,4,5,0
6166483,2025-12-06,0,2,0
6166483,2025-12-07,0,1,0
6166483,2025-12-08,2,5,0
6166483,2025-12-09,0,5,0
6166483,2025-12-10,0,3,0
6166483,2025-12-11,0,2,0
6166483,2025-12-12,4,5,0
6166483,2025-12-15,4,3,0
6166483,2025-12-16,0,2,0
6166483,2025-12-17,0,1,0
