userid,logDate,gamename,cognitiveScore,gameScore
6166483,2025-11-26,"Finding Nano",47,563
6166483,2025-11-27,"Finding Nano",45,510
6166483,2025-11-28,"Finding Nano",40,455
6166483,2025-11-29,"Finding Nano",55,743
6166483,2025-12-01,"Finding Nano",54,696
6166483,2025-12-02,"Finding Nano",56,760
6166483,2025-12-03,"Finding Nano",38,276
6166483,2025-12-04,"Finding Nano",52,597
6166483,2025-12-05,"Finding Nano",53,636
6166483,2025-12-06,"Finding Nano",45,412
6166483,2025-12-06,"Finding Nano",44,491
6166483,2025-12-07,"Finding Nano",47,593
6166483,2025-12-08,"Finding Nano",40,287
6166483,2025-12-08,"Finding Nano",56,760
6166483,2025-12-09,"Finding Nano",45,510
6166483,2025-12-09,"Finding Nano",39,285
6166483,2025-12-09,"Finding Nano",41,392
6166483,2025-12-09,"Finding Nano",39,300
6166483,2025-12-09,"Finding Nano",47,568
6166483,2025-12-10,"Finding Nano",50,416
6166483,2025-12-10,"Finding Nano",65,1003
6166483,2025-12-10,"Finding Nano",52,620
6166483,2025-12-10,"Finding Nano",64,920
6166483,2025-12-11,"Finding Nano",44,493
6166483,2025-12-11,"Finding Nano",51,629
6166483,2025-12-12,"Finding Nano",51,629
6166483,2025-12-13,"Finding Nano",44,401
6166483,2025-12-13,"Finding Nano",38,299
6166483,2025-12-13,"Finding Nano",51,629
6166483,2025-12-13,"Finding Nano",45,510
6166483,2025-12-13,"Finding Nano",56,760
6166483,2025-12-13,"Finding Nano",51,629
6166483,2025-12-14,"Finding Nano",52,632
6166483,2025-12-16,"Finding Nano",45,452
6166483,2025-12-16,"Finding Nano",56,760
6166483,2025-12-17,"Finding Nano",49,548
6166483,2025-12-17,"Finding Nano",60,880
6166483,2025-11-24,"Calculated Risk",68,1393
6166483,2025-11-25,"Calculated Risk",60,906
6166483,2025-11-25,"Calculated Risk",68,1313
6166483,2025-11-26,"Calculated Risk",41,459
6166483,2025-11-27,"Calculated Risk",60,979
6166483,2025-11-28,"Calculated Risk",76,1663
6166483,2025-11-29,"Calculated Risk",73,1563
6166483,2025-12-01,"Calculated Risk",61,1043
6166483,2025-12-02,"Calculated Risk",80,1948
6166483,2025-12-03,"Calculated Risk",70,1481
6166483,2025-12-04,"Calculated Risk",62,1104
6166483,2025-12-05,"Calculated Risk",48,565
6166483,2025-12-06,"Calculated Risk",86,2295
6166483,2025-12-07,"Calculated Risk",64,1179
6166483,2025-12-08,"Calculated Risk",82,2095
6166483,2025-12-09,"Calculated Risk",68,1367
6166483,2025-12-09,"Calculated Risk",71,1542
6166483,2025-12-10,"Calculated Risk",91,2963
6166483,2025-12-10,"Calculated Risk",79,1975
6166483,2025-12-11,"Calculated Risk",68,1430
6166483,2025-12-12,"Calculated Risk",94,3290
6166483,2025-12-13,"Calculated Risk",77,1754
6166483,2025-12-13,"Calculated Risk",77,1773
6166483,2025-12-14,"Calculated Risk",63,1144
6166483,2025-12-16,"Calculated Risk",51,768
6166483,2025-12-16,"Calculated Risk",83,1975
6166483,2025-12-17,"Calculated Risk",73,1561
6166483,2025-12-17,"Calculated Risk",83,2145
83443,2025-11-24,Remember,33,291
83443,2025-11-25,Remember,60,1498
83443,2025-11-26,Remember,67,2113
83443,2025-11-27,Remember,67,2063
83443,2025-11-28,Remember,71,2540
83443,2025-11-29,Remember,73,2708
83443,2025-11-30,Remember,71,2508
83443,2025-12-01,Remember,74,2758
83443,2025-12-02,Remember,84,3943
83443,2025-12-03,Remember,79,3280
83443,2025-12-04,Remember,74,2841
83443,2025-12-05,Remember,87,4229
83443,2025-12-06,Remember,87,4368
83443,2025-12-07,Remember,64,2142
83443,2025-12-08,Remember,82,3793
83443,2025-12-09,Remember,77,3079
83443,2025-12-10,Remember,88,4518
83443,2025-12-11,Remember,88,4329
83443,2025-12-12,Remember,91,4910
83443,2025-12-13,Remember,80,3434
83443,2025-12-14,Remember,90,5005
83443,2025-12-15,Remember,86,4043
83443,2025-12-16,Remember,88,4379
83443,2025-12-17,Remember,83,3760
83443,2025-11-24,"Memory Go Round",58,903
83443,2025-11-25,"Memory Go Round",63,1140
83443,2025-11-26,"Memory Go Round",67,1313
83443,2025-11-27,"Memory Go Round",71,1595
83443,2025-11-28,"Memory Go Round",58,903
83443,2025-11-29,"Memory Go Round",60,1022
83443,2025-11-30,"Memory Go Round",73,1695
83443,2025-12-01,"Memory Go Round",69,1404
83443,2025-12-02,"Memory Go Round",70,1498
83443,2025-12-03,"Memory Go Round",67,1431
83443,2025-12-04,"Memory Go Round",65,1265
83443,2025-12-05,"Memory Go Round",64,1246
83443,2025-12-06,"Memory Go Round",73,1798
83443,2025-12-07,"Memory Go Round",73,1798
83443,2025-12-08,"Memory Go Round",0,0
83443,2025-12-08,"Memory Go Round",73,1798
83443,2025-12-09,"Memory Go Round",70,1498
83443,2025-12-10,"Memory Go Round",75,1904
83443,2025-12-11,"Memory Go Round",67,1369
83443,2025-12-12,"Memory Go Round",75,1948
83443,2025-12-13,"Memory Go Round",78,2213
83443,2025-12-14,"Memory Go Round",76,2004
83443,2025-12-15,"Memory Go Round",66,1487
83443,2025-12-16,"Memory Go Round",74,1898
83443,2025-12-17,"Memory Go Round",76,1895
83443,2025-11-24,"Brain Sparkle",42,510
83443,2025-11-25,"Brain Sparkle",48,679
83443,2025-11-26,"Brain Sparkle",43,464
83443,2025-11-27,"Brain Sparkle",58,953
83443,2025-11-28,"Brain Sparkle",77,1863
83443,2025-11-29,"Brain Sparkle",67,1358
83443,2025-11-30,"Brain Sparkle",82,2198
83443,2025-12-01,"Brain Sparkle",74,1813
83443,2025-12-02,"Brain Sparkle",64,1346
83443,2025-12-03,"Brain Sparkle",62,1112
83443,2025-12-04,"Brain Sparkle",88,2645
83443,2025-12-05,"Brain Sparkle",73,1812
83443,2025-12-06,"Brain Sparkle",63,1315
83443,2025-12-07,"Brain Sparkle",82,2154
83443,2025-12-08,"Brain Sparkle",0,0
83443,2025-12-08,"Brain Sparkle",85,2445
83443,2025-12-09,"Brain Sparkle",81,2104
83443,2025-12-10,"Brain Sparkle",76,1955
83443,2025-12-11,"Brain Sparkle",74,1888
83443,2025-12-12,"Brain Sparkle",88,2645
83443,2025-12-13,"Brain Sparkle",85,2348
83443,2025-12-14,"Brain Sparkle",89,2695
83443,2025-12-15,"Brain Sparkle",65,1242
83443,2025-12-16,"Brain Sparkle",72,1803
83443,2025-12-17,"Brain Sparkle",90,2848
83443,2025-11-24,"Finding Nano",51,629
83443,2025-11-25,"Finding Nano",45,560
83443,2025-11-26,"Finding Nano",46,457
83443,2025-11-27,"Finding Nano",47,493
83443,2025-11-28,"Finding Nano",51,569
83443,2025-11-29,"Finding Nano",63,953
83443,2025-11-30,"Finding Nano",54,693
83443,2025-12-01,"Finding Nano",54,693
83443,2025-12-02,"Finding Nano",51,570
83443,2025-12-03,"Finding Nano",41,260
83443,2025-12-04,"Finding Nano",52,613
83443,2025-12-05,"Finding Nano",60,830
83443,2025-12-06,"Finding Nano",51,485
83443,2025-12-07,"Finding Nano",50,540
83443,2025-12-08,"Finding Nano",47,423
83443,2025-12-09,"Finding Nano",43,365
83443,2025-12-10,"Finding Nano",55,628
83443,2025-12-10,"Finding Nano",66,1079
83443,2025-12-11,"Finding Nano",54,680
83443,2025-12-12,"Finding Nano",42,297
83443,2025-12-13,"Finding Nano",49,500
83443,2025-12-13,"Finding Nano",51,570
83443,2025-12-14,"Finding Nano",54,693
83443,2025-12-15,"Finding Nano",49,566
83443,2025-12-16,"Finding Nano",64,979
83443,2025-12-17,"Finding Nano",51,596
83443,2025-11-24,"Calculated Risk",56,796
83443,2025-11-25,"Calculated Risk",46,500
83443,2025-11-26,"Calculated Risk",69,1458
83443,2025-11-27,"Calculated Risk",61,1029
83443,2025-11-28,"Calculated Risk",72,1425
83443,2025-11-29,"Calculated Risk",62,1107
83443,2025-11-30,"Calculated Risk",79,1945
83443,2025-12-01,"Calculated Risk",88,2663
83443,2025-12-02,"Calculated Risk",85,2285
83443,2025-12-03,"Calculated Risk",63,1158
83443,2025-12-04,"Calculated Risk",92,3140
83443,2025-12-05,"Calculated Risk",75,1824
83443,2025-12-06,"Calculated Risk",91,2925
83443,2025-12-07,"Calculated Risk",66,1254
83443,2025-12-08,"Calculated Risk",78,1725
83443,2025-12-09,"Calculated Risk",74,1707
83443,2025-12-10,"Calculated Risk",73,1727
83443,2025-12-11,"Calculated Risk",85,2373
83443,2025-12-12,"Calculated Risk",71,1543
83443,2025-12-13,"Calculated Risk",74,1736
83443,2025-12-13,"Calculated Risk",85,2383
83443,2025-12-14,"Calculated Risk",90,2648
83443,2025-12-15,"Calculated Risk",76,1835
83443,2025-12-16,"Calculated Risk",96,3540
83443,2025-12-17,"Calculated Risk",69,1389
6165857,2025-11-24,Remember,38,793
6165857,2025-11-24,Remember,65,2161
6165857,2025-11-24,Remember,72,2667
6165857,2025-11-26,Remember,72,2413
6165857,2025-11-27,Remember,59,1519
6165857,2025-11-27,Remember,59,1441
6165857,2025-11-27,Remember,0,0
6165857,2025-11-27,Remember,77,2648
6165857,2025-11-28,Remember,61,1673
6165857,2025-11-28,Remember,64,2100
6165857,2025-11-28,Remember,71,2700
6165857,2025-11-28,Remember,80,3380
6165857,2025-11-28,Remember,80,3510
6165857,2025-11-28,Remember,85,3979
6165857,2025-11-28,Remember,86,4268
6165857,2025-11-28,Remember,90,4810
6165857,2025-11-28,Remember,88,4518
6165857,2025-11-28,Remember,86,4168
6165857,2025-11-28,Remember,87,4143
6165857,2025-11-29,Remember,84,3843
6165857,2025-11-29,Remember,82,3743
6165857,2025-11-29,Remember,82,3693
6165857,2025-11-29,Remember,78,3230
6165857,2025-11-29,Remember,81,3643
6165857,2025-11-29,Remember,69,2446
6165857,2025-11-29,Remember,64,1863
6165857,2025-11-29,Remember,71,2658
6165857,2025-11-29,Remember,59,1498
6165857,2025-11-29,Remember,30,542
6165857,2025-11-30,Remember,92,5205
6165857,2025-11-30,Remember,93,5908
6165857,2025-11-30,Remember,75,3050
6165857,2025-11-30,Remember,90,5204
6165857,2025-11-30,Remember,88,4510
6165857,2025-11-30,Remember,93,5604
6165857,2025-11-30,Remember,69,2373
6165857,2025-11-30,Remember,89,4755
6165857,2025-11-30,Remember,80,3279
6165857,2025-11-30,Remember,93,5808
6165857,2025-11-30,Remember,94,6058
6165857,2025-11-30,Remember,84,3945
6165857,2025-11-30,Remember,84,3893
6165857,2025-11-30,Remember,80,3410
6165857,2025-12-01,Remember,82,3793
6165857,2025-12-01,Remember,90,4905
6165857,2025-12-01,Remember,75,2841
6165857,2025-12-01,Remember,84,3943
6165857,2025-12-01,Remember,93,5808
6165857,2025-12-01,Remember,88,4813
6165857,2025-12-02,Remember,90,5103
6165857,2025-12-02,Remember,78,3367
6165857,2025-12-02,Remember,73,2635
6165857,2025-12-02,Remember,94,5958
6165857,2025-12-02,Remember,94,6008
6165857,2025-12-02,Remember,93,5908
6165857,2025-12-02,Remember,91,5303
6165857,2025-12-02,Remember,82,3693
6165857,2025-12-03,Remember,71,2773
6165857,2025-12-03,Remember,88,4468
6165857,2025-12-03,Remember,91,5353
6165857,2025-12-03,Remember,91,5354
6165857,2025-12-03,Remember,86,3960
6165857,2025-12-03,Remember,89,5003
6165857,2025-12-03,Remember,87,4368
6165857,2025-12-03,Remember,88,4510
6165857,2025-12-03,Remember,82,3798
6165857,2025-12-03,Remember,94,6215
6165857,2025-12-04,Remember,91,5253
6165857,2025-12-04,Remember,83,3785
6165857,2025-12-04,Remember,93,5908
6165857,2025-12-04,Remember,87,4371
6165857,2025-12-04,Remember,83,3868
6165857,2025-12-04,Remember,69,2408
6165857,2025-12-04,Remember,93,5908
6165857,2025-12-04,Remember,86,4194
6165857,2025-12-04,Remember,91,4910
6165857,2025-12-04,Remember,93,5654
6165857,2025-12-04,Remember,92,5708
6165857,2025-12-04,Remember,77,3189
6165857,2025-12-04,Remember,90,5203
6165857,2025-12-04,Remember,80,3380
6165857,2025-12-04,Remember,66,2141
6165857,2025-12-04,Remember,77,3383
6165857,2025-12-04,Remember,94,6215
6165857,2025-12-04,Remember,93,5858
6165857,2025-12-04,Remember,90,5103
6165857,2025-12-04,Remember,75,3022
6165857,2025-12-05,Remember,84,3945
6165857,2025-12-05,Remember,88,4379
6165857,2025-12-05,Remember,88,4474
6165857,2025-12-05,Remember,83,3760
6165857,2025-12-05,Remember,90,4955
6165857,2025-12-05,Remember,95,6425
6165857,2025-12-05,Remember,78,3484
6165857,2025-12-05,Remember,90,5253
6165857,2025-12-05,Remember,84,3944
6165857,2025-12-05,Remember,92,5454
6165857,2025-12-05,Remember,72,2672
6165857,2025-12-05,Remember,92,5504
6165857,2025-12-05,Remember,89,5053
6165857,2025-12-05,Remember,96,6525
6165857,2025-12-05,Remember,94,6165
6165857,2025-12-05,Remember,77,3300
6165857,2025-12-05,Remember,83,3653
6165857,2025-12-05,Remember,92,5758
6165857,2025-12-05,Remember,91,5404
6165857,2025-12-05,Remember,88,4518
6165857,2025-12-05,Remember,65,2129
6165857,2025-12-05,Remember,87,4555
6165857,2025-12-05,Remember,93,5604
6165857,2025-12-05,Remember,81,3668
6165857,2025-12-05,Remember,93,6065
6165857,2025-12-05,Remember,92,5504
6165857,2025-12-05,Remember,74,2883
6165857,2025-12-05,Remember,88,4655
6165857,2025-12-05,Remember,76,3110
6165857,2025-12-05,Remember,68,2462
6165857,2025-12-05,Remember,93,6015
6165857,2025-12-06,Remember,90,5005
6165857,2025-12-06,Remember,91,5303
6165857,2025-12-06,Remember,87,4219
6165857,2025-12-06,Remember,90,5005
6165857,2025-12-06,Remember,0,0
6165857,2025-12-06,Remember,94,5754
6165857,2025-12-06,Remember,78,3350
6165857,2025-12-06,Remember,73,2873
6165857,2025-12-06,Remember,81,3645
6165857,2025-12-06,Remember,86,4168
6165857,2025-12-06,Remember,88,4605
6165857,2025-12-06,Remember,86,4148
6165857,2025-12-06,Remember,84,3843
6165857,2025-12-06,Remember,79,3420
6165857,2025-12-06,Remember,88,4379
6165857,2025-12-06,Remember,94,6265
6165857,2025-12-06,Remember,95,5904
6165857,2025-12-06,Remember,93,5858
6165857,2025-12-06,Remember,93,5908
6165857,2025-12-06,Remember,92,6048
6165857,2025-12-06,Remember,89,5053
6165857,2025-12-06,Remember,90,5038
6165857,2025-12-06,Remember,90,4860
6165857,2025-12-07,Remember,91,5303
6165857,2025-12-07,Remember,92,5205
6165857,2025-12-07,Remember,76,3051
6165857,2025-12-07,Remember,92,5205
6165857,2025-12-07,Remember,83,3688
6165857,2025-12-07,Remember,91,5010
6165857,2025-12-07,Remember,93,5654
6165857,2025-12-07,Remember,93,5355
6165857,2025-12-07,Remember,94,6265
6165857,2025-12-07,Remember,94,5958
6165857,2025-12-07,Remember,96,6525
6165857,2025-12-07,Remember,95,6475
6165857,2025-12-07,Remember,97,7104
6165857,2025-12-07,Remember,81,3430
6165857,2025-12-07,Remember,0,0
6165857,2025-12-08,Remember,95,6108
6165857,2025-12-08,Remember,88,4508
6165857,2025-12-08,Remember,95,6425
6165857,2025-12-08,Remember,84,3934
6165857,2025-12-08,Remember,96,6575
6165857,2025-12-08,Remember,95,6475
6165857,2025-12-08,Remember,89,4904
6165857,2025-12-08,Remember,84,3881
6165857,2025-12-08,Remember,94,6165
6165857,2025-12-08,Remember,95,6365
6165857,2025-12-08,Remember,94,6008
6165857,2025-12-08,Remember,94,6008
6165857,2025-12-08,Remember,87,4204
6165857,2025-12-08,Remember,91,5404
6165857,2025-12-08,Remember,82,3753
6165857,2025-12-08,Remember,93,5604
6165857,2025-12-08,Remember,97,6888
6165857,2025-12-09,Remember,95,6315
6165857,2025-12-09,Remember,96,7054
6165857,2025-12-09,Remember,96,6788
6165857,2025-12-09,Remember,93,5908
6165857,2025-12-09,Remember,94,5854
6165857,2025-12-09,Remember,93,6065
6165857,2025-12-09,Remember,83,3795
6165857,2025-12-09,Remember,89,4804
6165857,2025-12-09,Remember,88,4687
6165857,2025-12-09,Remember,95,6158
6165857,2025-12-10,Remember,95,6425
6165857,2025-12-10,Remember,96,7004
6165857,2025-12-10,Remember,89,4996
6165857,2025-12-11,Remember,97,7495
6165857,2025-12-11,Remember,0,0
6165857,2025-12-11,Remember,92,5604
6165857,2025-12-11,Remember,85,4218
6165857,2025-12-12,Remember,96,7054
6165857,2025-12-12,Remember,65,1996
6165857,2025-12-12,Remember,97,7273
6165857,2025-12-12,Remember,0,0
6165857,2025-12-13,Remember,85,4146
6165857,2025-12-13,Remember,96,6788
6165857,2025-12-13,Remember,86,4388
6165857,2025-12-14,Remember,81,3391
6165857,2025-12-14,Remember,94,6265
6165857,2025-12-14,Remember,97,6888
6165857,2025-12-14,Remember,75,2918
6165857,2025-12-14,Remember,95,6475
6165857,2025-12-14,Remember,82,3732
6165857,2025-12-14,Remember,94,6265
6165857,2025-12-15,Remember,92,5408
6165857,2025-12-15,Remember,88,4765
6165857,2025-12-15,Remember,88,4798
6165857,2025-12-16,Remember,94,6165
6165857,2025-12-16,Remember,86,4682
6165857,2025-12-16,Remember,90,5035
6165857,2025-12-16,Remember,87,4417
6165857,2025-12-16,Remember,78,3317
6165857,2025-12-17,Remember,88,4591
6165857,2025-12-17,Remember,92,5691
6165857,2025-12-17,Remember,95,6904
6165857,2025-12-17,Remember,0,0
6165857,2025-11-24,"Memory Go Round",31,311
6165857,2025-11-24,"Memory Go Round",44,486
6165857,2025-11-26,"Memory Go Round",59,979
6165857,2025-11-26,"Memory Go Round",53,646
6165857,2025-11-26,"Memory Go Round",48,532
6165857,2025-11-27,"Memory Go Round",54,668
6165857,2025-11-27,"Memory Go Round",80,2263
6165857,2025-11-27,"Memory Go Round",80,2263
6165857,2025-11-27,"Memory Go Round",0,0
6165857,2025-11-27,"Memory Go Round",86,2758
6165857,2025-11-28,"Memory Go Round",63,1140
6165857,2025-11-28,"Memory Go Round",62,1058
6165857,2025-11-28,"Memory Go Round",54,712
6165857,2025-11-28,"Memory Go Round",44,442
6165857,2025-11-28,"Memory Go Round",63,1140
6165857,2025-11-28,"Memory Go Round",58,817
6165857,2025-11-28,"Memory Go Round",71,1548
6165857,2025-11-28,"Memory Go Round",70,1498
6165857,2025-11-28,"Memory Go Round",55,834
6165857,2025-11-29,"Memory Go Round",50,598
6165857,2025-11-29,"Memory Go Round",67,1225
6165857,2025-11-29,"Memory Go Round",71,1595
6165857,2025-11-29,"Memory Go Round",69,1404
6165857,2025-11-29,"Memory Go Round",55,672
6165857,2025-11-29,"Memory Go Round",63,1159
6165857,2025-11-29,"Memory Go Round",56,803
6165857,2025-11-29,"Memory Go Round",70,1498
6165857,2025-11-29,"Memory Go Round",69,1404
6165857,2025-11-29,"Memory Go Round",64,1274
6165857,2025-11-29,"Memory Go Round",67,1313
6165857,2025-11-30,"Memory Go Round",75,1948
6165857,2025-11-30,"Memory Go Round",76,1945
6165857,2025-11-30,"Memory Go Round",62,1071
6165857,2025-11-30,"Memory Go Round",56,754
6165857,2025-11-30,"Memory Go Round",60,901
6165857,2025-11-30,"Memory Go Round",67,1313
6165857,2025-11-30,"Memory Go Round",65,1244
6165857,2025-12-01,"Memory Go Round",55,763
6165857,2025-12-01,"Memory Go Round",67,1313
6165857,2025-12-01,"Memory Go Round",69,1404
6165857,2025-12-01,"Memory Go Round",49,591
6165857,2025-12-01,"Memory Go Round",71,1595
6165857,2025-12-01,"Memory Go Round",73,1695
6165857,2025-12-01,"Memory Go Round",56,788
6165857,2025-12-01,"Memory Go Round",70,1498
6165857,2025-12-01,"Memory Go Round",71,1645
6165857,2025-12-01,"Memory Go Round",62,1187
6165857,2025-12-02,"Memory Go Round",64,1263
6165857,2025-12-02,"Memory Go Round",55,829
6165857,2025-12-02,"Memory Go Round",55,753
6165857,2025-12-02,"Memory Go Round",69,1454
6165857,2025-12-02,"Memory Go Round",62,1126
6165857,2025-12-02,"Memory Go Round",67,1313
6165857,2025-12-02,"Memory Go Round",62,1189
6165857,2025-12-03,"Memory Go Round",70,1498
6165857,2025-12-03,"Memory Go Round",69,1454
6165857,2025-12-03,"Memory Go Round",64,1239
6165857,2025-12-03,"Memory Go Round",76,2004
6165857,2025-12-03,"Memory Go Round",60,1011
6165857,2025-12-03,"Memory Go Round",68,1325
6165857,2025-12-03,"Memory Go Round",76,1945
6165857,2025-12-03,"Memory Go Round",78,2045
6165857,2025-12-03,"Memory Go Round",62,1147
6165857,2025-12-04,"Memory Go Round",59,934
6165857,2025-12-04,"Memory Go Round",59,921
6165857,2025-12-04,"Memory Go Round",59,1003
6165857,2025-12-04,"Memory Go Round",63,1158
6165857,2025-12-04,"Memory Go Round",71,1548
6165857,2025-12-04,"Memory Go Round",58,999
6165857,2025-12-04,"Memory Go Round",71,1504
6165857,2025-12-04,"Memory Go Round",61,1043
6165857,2025-12-04,"Memory Go Round",69,1463
6165857,2025-12-04,"Memory Go Round",71,1548
6165857,2025-12-04,"Memory Go Round",72,1598
6165857,2025-12-04,"Memory Go Round",62,1143
6165857,2025-12-04,"Memory Go Round",72,1598
6165857,2025-12-04,"Memory Go Round",62,1143
6165857,2025-12-04,"Memory Go Round",71,1548
6165857,2025-12-04,"Memory Go Round",61,1016
6165857,2025-12-04,"Memory Go Round",67,1313
6165857,2025-12-05,"Memory Go Round",71,1595
6165857,2025-12-05,"Memory Go Round",74,1898
6165857,2025-12-05,"Memory Go Round",75,1948
6165857,2025-12-05,"Memory Go Round",74,1848
6165857,2025-12-05,"Memory Go Round",76,2004
6165857,2025-12-05,"Memory Go Round",62,1103
6165857,2025-12-05,"Memory Go Round",73,1745
6165857,2025-12-05,"Memory Go Round",62,1108
6165857,2025-12-05,"Memory Go Round",71,1595
6165857,2025-12-05,"Memory Go Round",66,1405
6165857,2025-12-05,"Memory Go Round",61,1142
6165857,2025-12-05,"Memory Go Round",73,1745
6165857,2025-12-05,"Memory Go Round",69,1404
6165857,2025-12-05,"Memory Go Round",70,1498
6165857,2025-12-05,"Memory Go Round",69,1413
6165857,2025-12-05,"Memory Go Round",69,1404
6165857,2025-12-05,"Memory Go Round",67,1225
6165857,2025-12-05,"Memory Go Round",52,681
6165857,2025-12-05,"Memory Go Round",69,1404
6165857,2025-12-05,"Memory Go Round",67,1313
6165857,2025-12-06,"Memory Go Round",69,1413
6165857,2025-12-06,"Memory Go Round",73,1695
6165857,2025-12-06,"Memory Go Round",72,1598
6165857,2025-12-06,"Memory Go Round",66,1457
6165857,2025-12-06,"Memory Go Round",73,1695
6165857,2025-12-06,"Memory Go Round",60,1048
6165857,2025-12-06,"Memory Go Round",75,1845
6165857,2025-12-06,"Memory Go Round",67,1275
6165857,2025-12-06,"Memory Go Round",74,1748
6165857,2025-12-06,"Memory Go Round",73,1745
6165857,2025-12-06,"Memory Go Round",75,1845
6165857,2025-12-06,"Memory Go Round",63,1224
6165857,2025-12-06,"Memory Go Round",72,1604
6165857,2025-12-06,"Memory Go Round",69,1404
6165857,2025-12-06,"Memory Go Round",73,1745
6165857,2025-12-06,"Memory Go Round",81,2254
6165857,2025-12-06,"Memory Go Round",73,1745
6165857,2025-12-06,"Memory Go Round",76,1998
6165857,2025-12-06,"Memory Go Round",68,1325
6165857,2025-12-06,"Memory Go Round",71,1504
6165857,2025-12-06,"Memory Go Round",70,1498
6165857,2025-12-06,"Memory Go Round",68,1363
6165857,2025-12-06,"Memory Go Round",67,1313
6165857,2025-12-06,"Memory Go Round",67,1275
6165857,2025-12-06,"Memory Go Round",58,871
6165857,2025-12-06,"Memory Go Round",58,912
6165857,2025-12-06,"Memory Go Round",69,1463
6165857,2025-12-06,"Memory Go Round",69,1463
6165857,2025-12-06,"Memory Go Round",71,1645
6165857,2025-12-06,"Memory Go Round",59,923
6165857,2025-12-06,"Memory Go Round",67,1313
6165857,2025-12-06,"Memory Go Round",74,1795
6165857,2025-12-06,"Memory Go Round",64,1209
6165857,2025-12-06,"Memory Go Round",69,1463
6165857,2025-12-06,"Memory Go Round",62,1066
6165857,2025-12-06,"Memory Go Round",67,1275
6165857,2025-12-07,"Memory Go Round",77,2054
6165857,2025-12-07,"Memory Go Round",76,1895
6165857,2025-12-07,"Memory Go Round",81,2254
6165857,2025-12-07,"Memory Go Round",68,1516
6165857,2025-12-07,"Memory Go Round",76,1945
6165857,2025-12-07,"Memory Go Round",72,1625
6165857,2025-12-07,"Memory Go Round",69,1607
6165857,2025-12-07,"Memory Go Round",71,1548
6165857,2025-12-07,"Memory Go Round",76,1998
6165857,2025-12-07,"Memory Go Round",71,1504
6165857,2025-12-07,"Memory Go Round",69,1404
6165857,2025-12-07,"Memory Go Round",74,1898
6165857,2025-12-07,"Memory Go Round",71,1504
6165857,2025-12-08,"Memory Go Round",75,1948
6165857,2025-12-08,"Memory Go Round",74,1795
6165857,2025-12-08,"Memory Go Round",62,1092
6165857,2025-12-09,"Memory Go Round",51,699
6165857,2025-12-09,"Memory Go Round",60,1093
6165857,2025-12-09,"Memory Go Round",71,1645
6165857,2025-12-09,"Memory Go Round",72,1598
6165857,2025-12-09,"Memory Go Round",69,1454
6165857,2025-12-09,"Memory Go Round",71,1548
6165857,2025-12-09,"Memory Go Round",76,1895
6165857,2025-12-09,"Memory Go Round",75,1845
6165857,2025-12-09,"Memory Go Round",72,1598
6165857,2025-12-09,"Memory Go Round",71,1595
6165857,2025-12-09,"Memory Go Round",69,1404
6165857,2025-12-09,"Memory Go Round",74,1698
6165857,2025-12-09,"Memory Go Round",65,1454
6165857,2025-12-09,"Memory Go Round",67,1313
6165857,2025-12-09,"Memory Go Round",67,1498
6165857,2025-12-09,"Memory Go Round",71,1645
6165857,2025-12-09,"Memory Go Round",62,1148
6165857,2025-12-09,"Memory Go Round",78,2213
6165857,2025-12-09,"Memory Go Round",83,2475
6165857,2025-12-09,"Memory Go Round",68,1543
6165857,2025-12-09,"Memory Go Round",74,1848
6165857,2025-12-09,"Memory Go Round",71,1695
6165857,2025-12-09,"Memory Go Round",71,1548
6165857,2025-12-09,"Memory Go Round",71,1548
6165857,2025-12-09,"Memory Go Round",73,1745
6165857,2025-12-09,"Memory Go Round",61,1191
6165857,2025-12-09,"Memory Go Round",65,1236
6165857,2025-12-09,"Memory Go Round",76,2063
6165857,2025-12-09,"Memory Go Round",71,1554
6165857,2025-12-09,"Memory Go Round",56,851
6165857,2025-12-09,"Memory Go Round",74,1848
6165857,2025-12-09,"Memory Go Round",71,1645
6165857,2025-12-09,"Memory Go Round",74,1795
6165857,2025-12-09,"Memory Go Round",71,1548
6165857,2025-12-09,"Memory Go Round",73,1745
6165857,2025-12-09,"Memory Go Round",67,1313
6165857,2025-12-09,"Memory Go Round",73,1798
6165857,2025-12-09,"Memory Go Round",51,760
6165857,2025-12-10,"Memory Go Round",75,1845
6165857,2025-12-10,"Memory Go Round",76,1945
6165857,2025-12-10,"Memory Go Round",71,1715
6165857,2025-12-10,"Memory Go Round",74,1748
6165857,2025-12-10,"Memory Go Round",79,2154
6165857,2025-12-10,"Memory Go Round",76,1998
6165857,2025-12-10,"Memory Go Round",62,1145
6165857,2025-12-11,"Memory Go Round",64,1224
6165857,2025-12-11,"Memory Go Round",77,2098
6165857,2025-12-11,"Memory Go Round",79,2154
6165857,2025-12-12,"Memory Go Round",74,1795
6165857,2025-12-12,"Memory Go Round",65,1426
6165857,2025-12-12,"Memory Go Round",75,1845
6165857,2025-12-13,"Memory Go Round",74,1795
6165857,2025-12-13,"Memory Go Round",76,2004
6165857,2025-12-13,"Memory Go Round",78,2104
6165857,2025-12-14,"Memory Go Round",80,2263
6165857,2025-12-14,"Memory Go Round",68,1537
6165857,2025-12-14,"Memory Go Round",77,2113
6165857,2025-12-15,"Memory Go Round",72,1598
6165857,2025-12-15,"Memory Go Round",81,2254
6165857,2025-12-15,"Memory Go Round",77,2098
