userid,logDate,gamename,cognitiveScore,gameScore
83674,2025-11-25,Remember,63,1838
83674,2025-11-26,Remember,65,1904
83674,2025-11-27,Remember,74,2758
83674,2025-11-28,Remember,42,358
83674,2025-11-28,Remember,70,2440
83674,2025-11-28,Remember,77,3180
83674,2025-11-30,Remember,81,3480
83674,2025-12-02,Remember,88,4279
83674,2025-12-03,Remember,86,4029
83674,2025-12-04,Remember,64,1998
83674,2025-12-05,Remember,88,4329
83674,2025-12-06,Remember,80,3520
83674,2025-12-07,Remember,80,3410
83674,2025-12-08,Remember,90,4860
83674,2025-12-09,Remember,91,5155
83674,2025-12-10,Remember,83,3710
83674,2025-12-11,Remember,89,4710
83674,2025-12-15,Remember,85,3932
83674,2025-12-15,Remember,92,5403
83674,2025-12-16,Remember,85,4060
83674,2025-12-16,Remember,74,2625
83674,2025-12-17,Remember,79,3293
83674,2025-11-25,"Memory Go Round",37,455
83674,2025-11-25,"Memory Go Round",67,1313
83674,2025-11-26,"Memory Go Round",53,644
83674,2025-11-27,"Memory Go Round",50,391
83674,2025-11-28,"Memory Go Round",60,918
83674,2025-11-28,"Memory Go Round",67,1225
83674,2025-11-28,"Memory Go Round",63,1140
83674,2025-11-30,"Memory Go Round",69,1404
83674,2025-12-02,"Memory Go Round",67,1313
83674,2025-12-04,"Memory Go Round",60,978
83674,2025-12-05,"Memory Go Round",68,1363
83674,2025-12-06,"Memory Go Round",56,848
83674,2025-12-07,"Memory Go Round",71,1595
83674,2025-12-08,"Memory Go Round",60,997
83674,2025-12-09,"Memory Go Round",69,1404
83674,2025-12-10,"Memory Go Round",69,1404
83674,2025-12-11,"Memory Go Round",67,1225
83674,2025-12-15,"Memory Go Round",70,1498
83674,2025-12-15,"Memory Go Round",70,1498
83674,2025-12-16,"Memory Go Round",67,1313
83674,2025-12-17,"Memory Go Round",59,979
83674,2025-11-25,"Brain Sparkle",64,1208
83674,2025-11-25,"Brain Sparkle",0,0
83674,2025-11-26,"Brain Sparkle",58,903
83674,2025-11-27,"Brain Sparkle",68,1408
83674,2025-11-28,"Brain Sparkle",48,632
83674,2025-11-28,"Brain Sparkle",68,1390
83674,2025-11-29,"Brain Sparkle",57,968
83674,2025-11-30,"Brain Sparkle",70,1508
83674,2025-12-01,"Brain Sparkle",82,2154
83674,2025-12-02,"Brain Sparkle",73,1625
83674,2025-12-03,"Brain Sparkle",62,1160
83674,2025-12-04,"Brain Sparkle",73,1625
83674,2025-12-05,"Brain Sparkle",80,2013
83674,2025-12-06,"Brain Sparkle",55,848
83674,2025-12-07,"Brain Sparkle",53,883
83674,2025-12-08,"Brain Sparkle",66,1308
83674,2025-12-09,"Brain Sparkle",65,1258
83674,2025-12-10,"Brain Sparkle",50,609
83674,2025-12-11,"Brain Sparkle",65,1258
83674,2025-12-15,"Brain Sparkle",68,1440
83674,2025-12-15,"Brain Sparkle",84,2298
83674,2025-12-16,"Brain Sparkle",66,1340
83674,2025-12-17,"Brain Sparkle",25,325
83674,2025-11-24,"Finding Nano",45,510
83674,2025-11-25,"Finding Nano",45,510
83674,2025-11-25,"Finding Nano",34,258
83674,2025-11-25,"Finding Nano",37,332
83674,2025-11-26,"Finding Nano",38,346
83674,2025-11-27,"Finding Nano",35,354
83674,2025-11-28,"Finding Nano",40,455
83674,2025-11-28,"Finding Nano",37,299
83674,2025-11-28,"Finding Nano",47,568
83674,2025-11-29,"Finding Nano",54,693
83674,2025-11-30,"Finding Nano",47,568
83674,2025-11-30,"Finding Nano",51,629
83674,2025-12-01,"Finding Nano",45,452
83674,2025-12-02,"Finding Nano",51,629
83674,2025-12-03,"Finding Nano",32,189
83674,2025-12-04,"Finding Nano",54,693
83674,2025-12-05,"Finding Nano",56,760
83674,2025-12-06,"Finding Nano",44,401
83674,2025-12-07,"Finding Nano",42,393
83674,2025-12-08,"Finding Nano",39,350
83674,2025-12-09,"Finding Nano",45,434
83674,2025-12-10,"Finding Nano",51,629
83674,2025-12-11,"Finding Nano",54,693
83674,2025-12-12,"Finding Nano",54,693
83674,2025-12-13,"Finding Nano",45,437
83674,2025-12-14,"Finding Nano",51,629
83674,2025-12-15,"Finding Nano",47,568
83674,2025-12-15,"Finding Nano",54,693
83674,2025-12-16,"Finding Nano",37,403
83674,2025-12-16,"Finding Nano",54,693
83674,2025-12-17,"Finding Nano",51,629
83674,2025-11-24,"Calculated Risk",59,873
83674,2025-11-25,"Calculated Risk",63,1061
83674,2025-11-25,"Calculated Risk",48,530
83674,2025-11-26,"Calculated Risk",59,886
83674,2025-11-27,"Calculated Risk",57,911
83674,2025-11-28,"Calculated Risk",70,1444
83674,2025-11-28,"Calculated Risk",63,1063
83674,2025-11-29,"Calculated Risk",47,453
83674,2025-11-30,"Calculated Risk",69,1313
83674,2025-12-01,"Calculated Risk",67,1290
83674,2025-12-02,"Calculated Risk",75,1654
83674,2025-12-04,"Calculated Risk",71,1463
83674,2025-12-05,"Calculated Risk",67,1309
83674,2025-12-06,"Calculated Risk",78,1907
83674,2025-12-07,"Calculated Risk",74,1604
83674,2025-12-08,"Calculated Risk",71,1413
83674,2025-12-09,"Calculated Risk",79,1895
83674,2025-12-10,"Calculated Risk",63,1045
83674,2025-12-11,"Calculated Risk",70,1431
83674,2025-12-13,"Calculated Risk",72,1606
83674,2025-12-15,"Calculated Risk",59,973
83674,2025-12-15,"Calculated Risk",63,1124
83674,2025-12-16,"Calculated Risk",79,1895
83674,2025-12-17,"Calculated Risk",52,613
84288,2025-11-24,Remember,76,3058
84288,2025-11-25,Remember,78,3203
84288,2025-11-25,Remember,92,5403
84288,2025-11-25,Remember,73,2741
84288,2025-11-26,Remember,88,4468
84288,2025-11-27,Remember,95,5904
84288,2025-11-29,Remember,88,4468
84288,2025-11-30,Remember,91,4729
84288,2025-12-02,Remember,75,3047
84288,2025-12-03,Remember,90,5005
84288,2025-12-04,Remember,83,3988
84288,2025-12-05,Remember,91,4910
84288,2025-12-06,Remember,94,5754
84288,2025-12-06,Remember,92,5205
84288,2025-12-06,Remember,92,5453
84288,2025-12-07,Remember,90,4877
84288,2025-12-07,Remember,92,5205
84288,2025-12-07,Remember,91,4910
84288,2025-12-08,Remember,92,5205
84288,2025-12-08,Remember,91,5353
84288,2025-12-08,Remember,90,4529
84288,2025-12-09,Remember,94,6215
84288,2025-12-11,Remember,94,5804
84288,2025-12-11,Remember,89,5042
84288,2025-12-13,Remember,93,5704
84288,2025-12-15,Remember,92,5305
84288,2025-12-15,Remember,94,5958
84288,2025-12-17,Remember,90,4955
84288,2025-11-24,"Memory Go Round",67,1225
84288,2025-11-25,"Memory Go Round",73,1695
84288,2025-11-25,"Memory Go Round",61,1096
84288,2025-11-26,"Memory Go Round",56,857
84288,2025-11-27,"Memory Go Round",56,803
84288,2025-11-29,"Memory Go Round",70,1498
84288,2025-11-30,"Memory Go Round",69,1404
84288,2025-12-02,"Memory Go Round",56,893
84288,2025-12-03,"Memory Go Round",56,804
84288,2025-12-04,"Memory Go Round",75,1904
84288,2025-12-05,"Memory Go Round",61,927
84288,2025-12-06,"Memory Go Round",62,1058
84288,2025-12-06,"Memory Go Round",61,1041
84288,2025-12-06,"Memory Go Round",73,1695
84288,2025-12-07,"Memory Go Round",71,1731
84288,2025-12-07,"Memory Go Round",0,0
84288,2025-12-07,"Memory Go Round",76,2004
84288,2025-12-08,"Memory Go Round",58,925
84288,2025-12-08,"Memory Go Round",73,1695
84288,2025-12-08,"Memory Go Round",76,1954
84288,2025-12-08,"Memory Go Round",73,1745
84288,2025-12-09,"Memory Go Round",59,913
84288,2025-12-11,"Memory Go Round",65,1316
84288,2025-12-11,"Memory Go Round",77,2054
84288,2025-12-13,"Memory Go Round",74,1898
84288,2025-12-15,"Memory Go Round",63,1198
84288,2025-12-15,"Memory Go Round",85,2640
84288,2025-12-17,"Memory Go Round",63,1224
84288,2025-11-24,"Brain Sparkle",48,665
84288,2025-11-25,"Brain Sparkle",67,1379
84288,2025-11-25,"Brain Sparkle",41,359
84288,2025-11-26,"Brain Sparkle",56,956
84288,2025-11-27,"Brain Sparkle",62,1153
84288,2025-11-29,"Brain Sparkle",76,1725
84288,2025-11-30,"Brain Sparkle",68,1396
84288,2025-12-02,"Brain Sparkle",67,1290
84288,2025-12-03,"Brain Sparkle",62,1153
84288,2025-12-04,"Brain Sparkle",88,2595
84288,2025-12-05,"Brain Sparkle",76,1840
84288,2025-12-06,"Brain Sparkle",76,1873
84288,2025-12-06,"Brain Sparkle",63,1206
84288,2025-12-07,"Brain Sparkle",77,1913
84288,2025-12-07,"Brain Sparkle",68,1422
84288,2025-12-07,"Brain Sparkle",66,1423
84288,2025-12-08,"Brain Sparkle",78,1825
84288,2025-12-08,"Brain Sparkle",80,2054
84288,2025-12-08,"Brain Sparkle",82,2198
84288,2025-12-09,"Brain Sparkle",79,2207
84288,2025-12-11,"Brain Sparkle",68,1578
84288,2025-12-11,"Brain Sparkle",90,2745
84288,2025-12-13,"Brain Sparkle",67,1516
84288,2025-12-15,"Brain Sparkle",74,1825
84288,2025-12-15,"Brain Sparkle",90,2854
84288,2025-12-17,"Brain Sparkle",83,2248
84288,2025-11-24,"Finding Nano",57,810
84288,2025-11-25,"Finding Nano",52,553
84288,2025-11-26,"Finding Nano",50,540
84288,2025-11-27,"Finding Nano",51,582
84288,2025-11-29,"Finding Nano",56,760
84288,2025-11-30,"Finding Nano",57,810
84288,2025-12-01,"Finding Nano",51,570
84288,2025-12-02,"Finding Nano",47,486
84288,2025-12-03,"Finding Nano",57,739
84288,2025-12-04,"Finding Nano",60,830
84288,2025-12-05,"Finding Nano",54,693
84288,2025-12-06,"Finding Nano",63,953
84288,2025-12-06,"Finding Nano",63,953
84288,2025-12-06,"Finding Nano",59,714
84288,2025-12-07,"Finding Nano",64,979
84288,2025-12-07,"Finding Nano",64,979
84288,2025-12-07,"Finding Nano",0,0
84288,2025-12-08,"Finding Nano",50,540
84288,2025-12-08,"Finding Nano",41,346
84288,2025-12-08,"Finding Nano",52,569
84288,2025-12-09,"Finding Nano",66,1079
84288,2025-12-10,"Finding Nano",45,510
84288,2025-12-11,"Finding Nano",52,554
84288,2025-12-11,"Finding Nano",54,693
84288,2025-12-13,"Finding Nano",53,595
84288,2025-12-15,"Finding Nano",51,572
84288,2025-12-15,"Finding Nano",64,979
84288,2025-12-17,"Finding Nano",47,428
84288,2025-11-24,"Calculated Risk",45,568
84288,2025-11-25,"Calculated Risk",68,1225
84288,2025-11-25,"Calculated Risk",62,1021
84288,2025-11-26,"Calculated Risk",56,900
84288,2025-11-27,"Calculated Risk",56,810
84288,2025-11-29,"Calculated Risk",53,760
84288,2025-11-30,"Calculated Risk",54,860
84288,2025-12-01,"Calculated Risk",15,123
84288,2025-12-02,"Calculated Risk",36,373
84288,2025-12-03,"Calculated Risk",57,918
84288,2025-12-04,"Calculated Risk",76,1713
84288,2025-12-05,"Calculated Risk",62,1023
84288,2025-12-06,"Calculated Risk",54,681
84288,2025-12-06,"Calculated Risk",50,629
84288,2025-12-06,"Calculated Risk",78,1848
84288,2025-12-07,"Calculated Risk",64,1214
84288,2025-12-07,"Calculated Risk",61,1003
84288,2025-12-07,"Calculated Risk",69,1410
84288,2025-12-08,"Calculated Risk",78,2051
84288,2025-12-08,"Calculated Risk",83,2098
84288,2025-12-08,"Calculated Risk",79,1854
84288,2025-12-09,"Calculated Risk",59,938
84288,2025-12-11,"Calculated Risk",80,2028
84288,2025-12-11,"Calculated Risk",85,2348
84288,2025-12-13,"Calculated Risk",88,2395
84288,2025-12-15,"Calculated Risk",67,1398
84288,2025-12-15,"Calculated Risk",89,2604
84288,2025-12-17,"Calculated Risk",67,1400
84635,2025-11-28,Remember,39,374
84635,2025-11-28,Remember,67,2184
84635,2025-11-28,Remember,76,3039
84635,2025-11-28,Remember,65,2175
84635,2025-11-29,Remember,88,4560
84635,2025-11-30,Remember,87,4446
84635,2025-12-01,Remember,79,3431
84635,2025-12-02,Remember,93,6155
84635,2025-12-03,Remember,93,5965
84635,2025-12-04,Remember,94,5754
84635,2025-12-05,Remember,66,2368
84635,2025-12-06,Remember,85,3948
84635,2025-12-07,Remember,90,5063
84635,2025-12-08,Remember,86,4257
84635,2025-12-08,Remember,89,4790
84635,2025-12-09,Remember,92,5892
84635,2025-12-09,Remember,93,6334
84635,2025-12-09,Remember,95,6375
84635,2025-12-09,Remember,81,3601
84635,2025-12-10,Remember,80,3411
84635,2025-12-10,Remember,0,0
84635,2025-12-10,Remember,96,6954
84635,2025-12-11,Remember,89,4901
84635,2025-12-12,Remember,91,5436
84635,2025-12-12,Remember,93,6127
84635,2025-12-13,Remember,88,4581
84635,2025-12-14,Remember,98,7595
84635,2025-12-15,Remember,78,3206
84635,2025-12-16,Remember,81,3623
84635,2025-12-17,Remember,85,3864
84635,2025-11-28,"Memory Go Round",58,903
84635,2025-11-28,"Memory Go Round",51,583
84635,2025-11-29,"Memory Go Round",63,1140
84635,2025-12-02,"Memory Go Round",69,1404
84635,2025-12-03,"Memory Go Round",71,1595
84635,2025-12-04,"Memory Go Round",49,434
84635,2025-12-05,"Memory Go Round",49,491
84635,2025-12-06,"Memory Go Round",63,1073
84635,2025-12-07,"Memory Go Round",66,1457
84635,2025-12-08,"Memory Go Round",67,1488
84635,2025-12-08,"Memory Go Round",71,1645
84635,2025-12-09,"Memory Go Round",59,954
84635,2025-12-09,"Memory Go Round",56,636
84635,2025-12-09,"Memory Go Round",73,1745
84635,2025-12-09,"Memory Go Round",69,1404
84635,2025-12-10,"Memory Go Round",63,1159
84635,2025-12-10,"Memory Go Round",73,1745
84635,2025-12-11,"Memory Go Round",71,1645
84635,2025-12-12,"Memory Go Round",70,1498
84635,2025-12-13,"Memory Go Round",74,1898
84635,2025-12-15,"Memory Go Round",73,1695
84635,2025-11-28,"Brain Sparkle",49,447
84635,2025-11-28,"Brain Sparkle",59,993
84635,2025-11-28,"Brain Sparkle",58,959
84635,2025-11-29,"Brain Sparkle",50,719
84635,2025-11-29,"Brain Sparkle",67,1358
84635,2025-12-01,"Brain Sparkle",57,911
84635,2025-12-01,"Brain Sparkle",75,1863
84635,2025-12-02,"Brain Sparkle",57,904
84635,2025-12-03,"Brain Sparkle",66,1357
84635,2025-12-04,"Brain Sparkle",51,753
84635,2025-12-06,"Brain Sparkle",74,1663
84635,2025-12-07,"Brain Sparkle",64,1323
84635,2025-12-08,"Brain Sparkle",68,1421
84635,2025-12-08,"Brain Sparkle",66,1397
84635,2025-12-09,"Brain Sparkle",49,499
84635,2025-12-09,"Brain Sparkle",70,1567
84635,2025-12-09,"Brain Sparkle",67,1365
84635,2025-12-10,"Brain Sparkle",67,1503
84635,2025-12-10,"Brain Sparkle",69,1443
84635,2025-12-11,"Brain Sparkle",66,1339
84635,2025-12-12,"Brain Sparkle",79,2004
84635,2025-12-13,"Brain Sparkle",78,2184
84635,2025-12-15,"Brain Sparkle",70,1651
84635,2025-11-25,"Finding Nano",42,377
84635,2025-11-28,"Finding Nano",39,224
84635,2025-11-28,"Finding Nano",35,154
84635,2025-11-28,"Finding Nano",38,294
84635,2025-11-28,"Finding Nano",31,176
84635,2025-11-29,"Finding Nano",41,364
84635,2025-11-29,"Finding Nano",47,493
84635,2025-12-01,"Finding Nano",46,429
84635,2025-12-02,"Finding Nano",44,490
84635,2025-12-03,"Finding Nano",47,493
84635,2025-12-06,"Finding Nano",32,180
84635,2025-12-07,"Finding Nano",49,529
84635,2025-12-08,"Finding Nano",42,348
84635,2025-12-08,"Finding Nano",48,538
84635,2025-12-09,"Finding Nano",47,473
84635,2025-12-09,"Finding Nano",50,587
84635,2025-12-09,"Finding Nano",48,514
84635,2025-12-10,"Finding Nano",47,568
84635,2025-12-10,"Finding Nano",52,632
84635,2025-12-11,"Finding Nano",44,441
84635,2025-12-12,"Finding Nano",54,693
84635,2025-12-13,"Finding Nano",41,392
84635,2025-12-15,"Finding Nano",60,830
84635,2025-11-28,"Calculated Risk",44,421
84635,2025-11-29,"Calculated Risk",41,409
84635,2025-12-03,"Calculated Risk",42,421
84635,2025-12-06,"Calculated Risk",58,930
84635,2025-12-08,"Calculated Risk",38,140
84635,2025-12-09,"Calculated Risk",59,898
84635,2025-12-09,"Calculated Risk",51,743
84635,2025-12-10,"Calculated Risk",48,580
84635,2025-12-10,"Calculated Risk",43,494
84635,2025-12-11,"Calculated Risk",42,407
84635,2025-12-12,"Calculated Risk",56,910
84635,2025-12-13,"Calculated Risk",45,433
84635,2025-12-15,"Calculated Risk",46,516
167486,2025-11-26,Remember,56,1226
167486,2025-11-27,Remember,83,3660
167486,2025-11-28,Remember,79,3384
167486,2025-11-29,Remember,70,2455
167486,2025-12-01,Remember,87,4368
167486,2025-12-03,Remember,68,2423
167486,2025-12-04,Remember,93,5858
167486,2025-12-14,Remember,80,3510
167486,2025-12-16,Remember,90,4990
167486,2025-11-26,"Memory Go Round",59,979
167486,2025-11-27,"Memory Go Round",63,1190
167486,2025-11-28,"Memory Go Round",57,888
167486,2025-12-04,"Memory Go Round",70,1498
167486,2025-11-26,"Brain Sparkle",43,0
167486,2025-11-27,"Brain Sparkle",52,576
167486,2025-11-28,"Brain Sparkle",69,1448
167486,2025-11-30,"Brain Sparkle",78,2248
167486,2025-12-01,"Brain Sparkle",57,829
167486,2025-12-03,"Brain Sparkle",92,2998
167486,2025-12-04,"Brain Sparkle",85,2575
167486,2025-12-05,"Brain Sparkle",81,2388
167486,2025-12-06,"Brain Sparkle",77,2058
167486,2025-12-09,"Brain Sparkle",76,1977
167486,2025-11-24,"Finding Nano",60,830
167486,2025-11-26,"Finding Nano",60,830
167486,2025-11-27,"Finding Nano",60,830
167486,2025-11-29,"Finding Nano",54,564
167486,2025-11-30,"Finding Nano",54,541
167486,2025-12-01,"Finding Nano",55,623
167486,2025-12-03,"Finding Nano",77,1463
167486,2025-12-04,"Finding Nano",75,1375
167486,2025-12-05,"Finding Nano",83,1754
167486,2025-12-10,"Finding Nano",64,927
167486,2025-12-11,"Finding Nano",58,726
167486,2025-12-11,"Finding Nano",52,460
167486,2025-12-13,"Finding Nano",55,638
167486,2025-12-17,"Finding Nano",56,684
167486,2025-12-17,"Finding Nano",77,1582
167486,2025-11-26,"Calculated Risk",6,98
167486,2025-11-27,"Calculated Risk",78,1923
167486,2025-11-29,"Calculated Risk",64,1289
167486,2025-11-30,"Calculated Risk",67,1432
167486,2025-12-04,"Calculated Risk",83,2428
167486,2025-12-05,"Calculated Risk",83,2270
167486,2025-12-07,"Calculated Risk",73,1775
167486,2025-12-13,"Calculated Risk",76,2062
167682,2025-11-27,Remember,63,1952
167682,2025-11-30,Remember,71,2558
167682,2025-12-01,Remember,82,3693
167682,2025-12-02,Remember,0,0
167682,2025-12-02,Remember,91,4910
167682,2025-12-07,Remember,75,3128
167682,2025-12-08,Remember,93,5908
167682,2025-12-10,Remember,91,5010
167682,2025-11-27,"Memory Go Round",55,746
167682,2025-11-30,"Memory Go Round",56,803
167682,2025-11-30,"Memory Go Round",64,1258
167682,2025-12-01,"Memory Go Round",65,1305
167682,2025-12-02,"Memory Go Round",76,2013
167682,2025-11-27,"Brain Sparkle",74,1704
167682,2025-11-28,"Brain Sparkle",42,474
167682,2025-11-29,"Brain Sparkle",64,1228
167682,2025-11-30,"Brain Sparkle",56,879
167682,2025-11-30,"Brain Sparkle",67,1433
167682,2025-12-01,"Brain Sparkle",94,3104
167682,2025-12-02,"Brain Sparkle",84,2501
167682,2025-12-05,"Brain Sparkle",77,2066
167682,2025-12-09,"Brain Sparkle",93,3194
167682,2025-12-11,"Brain Sparkle",80,2228
167682,2025-12-17,"Brain Sparkle",87,2614
167682,2025-11-27,"Finding Nano",54,693
167682,2025-11-30,"Finding Nano",51,679
167682,2025-11-30,"Finding Nano",44,345
167682,2025-11-30,"Finding Nano",57,718
167682,2025-12-01,"Finding Nano",0,0
167682,2025-12-01,"Finding Nano",64,979
167682,2025-12-02,"Finding Nano",48,448
167682,2025-12-02,"Finding Nano",0,0
167682,2025-12-02,"Finding Nano",65,968
167682,2025-12-03,"Finding Nano",53,557
167682,2025-12-03,"Finding Nano",63,908
167682,2025-12-04,"Finding Nano",69,1194
167682,2025-12-05,"Finding Nano",51,502
167682,2025-12-05,"Finding Nano",59,699
167682,2025-12-12,"Finding Nano",60,779
167682,2025-11-27,"Calculated Risk",79,1895
167682,2025-11-28,"Calculated Risk",63,1216
167682,2025-11-29,"Calculated Risk",71,1473
167682,2025-11-30,"Calculated Risk",66,1289
167682,2025-11-30,"Calculated Risk",71,1475
167682,2025-12-01,"Calculated Risk",87,2631
167682,2025-12-02,"Calculated Risk",72,1731
167682,2025-12-03,"Calculated Risk",70,1513
167682,2025-12-04,"Calculated Risk",74,1865
835846,2025-11-24,Remember,77,3393
835846,2025-11-25,Remember,62,1782
835846,2025-11-26,Remember,76,3003
835846,2025-11-27,Remember,76,3053
835846,2025-11-28,Remember,81,3560
835846,2025-11-29,Remember,77,3119
835846,2025-11-29,Remember,32,474
835846,2025-11-29,Remember,90,4810
835846,2025-11-29,Remember,89,4568
835846,2025-11-30,Remember,49,1058
835846,2025-11-30,Remember,63,1695
835846,2025-12-01,Remember,65,1904
835846,2025-12-01,Remember,55,1305
835846,2025-12-01,Remember,91,5055
835846,2025-12-02,Remember,56,1277
835846,2025-12-02,Remember,74,2843
835846,2025-12-02,Remember,89,4668
835846,2025-12-03,Remember,91,5353
835846,2025-12-04,Remember,78,3298
835846,2025-12-04,Remember,87,4129
835846,2025-12-04,Remember,94,6008
835846,2025-12-05,Remember,79,3280
835846,2025-12-05,Remember,76,3053
835846,2025-12-06,Remember,80,3409
835846,2025-12-07,Remember,76,3030
835846,2025-12-08,Remember,94,5958
835846,2025-12-09,Remember,94,6058
835846,2025-12-09,Remember,96,7054
835846,2025-12-10,Remember,92,5403
835846,2025-12-10,Remember,93,6115
835846,2025-12-11,Remember,65,2108
835846,2025-12-11,Remember,96,6525
835846,2025-12-12,Remember,94,6008
835846,2025-12-12,Remember,96,6738
835846,2025-12-13,Remember,82,3743
835846,2025-12-13,Remember,91,5622
835846,2025-12-13,Remember,93,6115
835846,2025-12-14,Remember,93,6065
835846,2025-12-14,Remember,95,6425
835846,2025-12-14,Remember,73,2992
835846,2025-12-15,Remember,91,5253
835846,2025-12-15,Remember,95,6475
835846,2025-12-15,Remember,91,5898
835846,2025-12-16,Remember,93,5965
835846,2025-12-17,Remember,85,3990
835846,2025-12-17,Remember,97,7273
835846,2025-12-17,Remember,97,7104
835846,2025-11-24,"Memory Go Round",69,1404
835846,2025-11-25,"Memory Go Round",63,1140
835846,2025-11-26,"Memory Go Round",59,979
835846,2025-11-27,"Memory Go Round",53,705
835846,2025-11-28,"Memory Go Round",50,530
835846,2025-11-28,"Memory Go Round",70,1498
835846,2025-11-29,"Memory Go Round",69,1404
835846,2025-11-29,"Memory Go Round",34,243
835846,2025-11-30,"Memory Go Round",45,629
835846,2025-11-30,"Memory Go Round",55,830
835846,2025-11-30,"Memory Go Round",59,979
835846,2025-12-01,"Memory Go Round",48,549
835846,2025-12-01,"Memory Go Round",44,460
835846,2025-12-01,"Memory Go Round",47,478
835846,2025-12-01,"Memory Go Round",69,1404
835846,2025-12-01,"Memory Go Round",61,1015
835846,2025-12-01,"Memory Go Round",51,561
835846,2025-12-01,"Memory Go Round",67,1313
835846,2025-12-01,"Memory Go Round",56,787
835846,2025-12-02,"Memory Go Round",63,1140
835846,2025-12-02,"Memory Go Round",73,1798
835846,2025-12-03,"Memory Go Round",69,1404
835846,2025-12-03,"Memory Go Round",65,1333
835846,2025-12-03,"Memory Go Round",70,1498
835846,2025-12-04,"Memory Go Round",56,820
835846,2025-12-04,"Memory Go Round",65,1315
835846,2025-12-04,"Memory Go Round",63,1174
835846,2025-12-04,"Memory Go Round",64,1231
835846,2025-12-05,"Memory Go Round",55,834
835846,2025-12-05,"Memory Go Round",62,1138
835846,2025-12-05,"Memory Go Round",80,2275
835846,2025-12-06,"Memory Go Round",53,656
835846,2025-12-07,"Memory Go Round",56,757
835846,2025-12-07,"Memory Go Round",67,1455
835846,2025-12-08,"Memory Go Round",76,2004
835846,2025-12-08,"Memory Go Round",60,1025
835846,2025-12-09,"Memory Go Round",57,800
835846,2025-12-09,"Memory Go Round",60,1022
835846,2025-12-09,"Memory Go Round",81,2363
835846,2025-12-10,"Memory Go Round",71,1649
835846,2025-12-10,"Memory Go Round",64,1274
835846,2025-12-10,"Memory Go Round",63,1276
835846,2025-12-10,"Memory Go Round",68,1363
835846,2025-12-10,"Memory Go Round",71,1725
835846,2025-12-10,"Memory Go Round",0,0
835846,2025-12-11,"Memory Go Round",60,1006
835846,2025-12-11,"Memory Go Round",68,1518
835846,2025-12-11,"Memory Go Round",80,2325
835846,2025-12-12,"Memory Go Round",62,1165
835846,2025-12-12,"Memory Go Round",71,1655
835846,2025-12-12,"Memory Go Round",64,1265
835846,2025-12-13,"Memory Go Round",49,578
835846,2025-12-13,"Memory Go Round",53,637
835846,2025-12-13,"Memory Go Round",67,1275
835846,2025-12-14,"Memory Go Round",80,2263
835846,2025-12-14,"Memory Go Round",73,1745
835846,2025-12-14,"Memory Go Round",67,1373
835846,2025-12-14,"Memory Go Round",68,1464
835846,2025-12-15,"Memory Go Round",64,1278
835846,2025-12-15,"Memory Go Round",69,1601
835846,2025-12-15,"Memory Go Round",71,1554
835846,2025-12-16,"Memory Go Round",58,867
835846,2025-12-16,"Memory Go Round",83,2540
835846,2025-12-17,"Memory Go Round",57,866
835846,2025-12-17,"Memory Go Round",83,2565
835846,2025-12-17,"Memory Go Round",86,2758
835846,2025-11-24,"Brain Sparkle",53,747
835846,2025-11-24,"Brain Sparkle",47,570
835846,2025-11-25,"Brain Sparkle",34,266
835846,2025-11-26,"Brain Sparkle",43,552
835846,2025-11-26,"Brain Sparkle",55,910
835846,2025-11-26,"Brain Sparkle",46,652
835846,2025-11-26,"Brain Sparkle",69,1490
835846,2025-11-27,"Brain Sparkle",54,828
835846,2025-11-28,"Brain Sparkle",77,1863
835846,2025-11-29,"Brain Sparkle",53,757
835846,2025-11-29,"Brain Sparkle",42,323
835846,2025-11-30,"Brain Sparkle",30,179
835846,2025-11-30,"Brain Sparkle",52,810
835846,2025-12-01,"Brain Sparkle",53,859
835846,2025-12-01,"Brain Sparkle",53,661
835846,2025-12-01,"Brain Sparkle",69,1517
835846,2025-12-02,"Brain Sparkle",66,1407
835846,2025-12-02,"Brain Sparkle",34,271
835846,2025-12-03,"Brain Sparkle",77,1913
835846,2025-12-04,"Brain Sparkle",80,2237
835846,2025-12-05,"Brain Sparkle",92,2948
835846,2025-12-06,"Brain Sparkle",81,2235
835846,2025-12-07,"Brain Sparkle",64,1309
835846,2025-12-07,"Brain Sparkle",59,910
835846,2025-12-08,"Brain Sparkle",75,1808
835846,2025-12-08,"Brain Sparkle",67,1435
835846,2025-12-09,"Brain Sparkle",71,1698
835846,2025-12-09,"Brain Sparkle",77,1923
835846,2025-12-09,"Brain Sparkle",63,1172
835846,2025-12-10,"Brain Sparkle",80,2098
835846,2025-12-11,"Brain Sparkle",65,1288
835846,2025-12-11,"Brain Sparkle",70,1632
835846,2025-12-11,"Brain Sparkle",73,1689
835846,2025-12-12,"Brain Sparkle",86,2670
835846,2025-12-12,"Brain Sparkle",63,1324
835846,2025-12-12,"Brain Sparkle",75,1927
835846,2025-12-13,"Brain Sparkle",69,1526
835846,2025-12-13,"Brain Sparkle",74,1862
835846,2025-12-13,"Brain Sparkle",75,1913
835846,2025-12-14,"Brain Sparkle",77,1854
835846,2025-12-14,"Brain Sparkle",95,3413
835846,2025-12-15,"Brain Sparkle",75,1814
835846,2025-12-15,"Brain Sparkle",77,1988
835846,2025-12-15,"Brain Sparkle",88,2595
